genes,logFC,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT2G39970.1,0.4059124396471445,6.11810543677737,13.402607524973622,2.5127474851358635e-4,0.0017356099529125067,AT2G39970,APEM3;PMP38;PXN,ABERRANT PEROXISOME MORPHOLOGY 3;peroxisomal membrane protein 38;peroxisomal NAD carrier
AT5G58120.1,0.7476040278564448,3.905021243094224,13.402516816005976,0.00025128690021187263,0.0017356099529125067,AT5G58120,NA,NA
AT1G72140.1,0.8510828335259706,3.1059703768031093,13.395723206439026,2.5219868178976123e-4,0.0017415495490134725,AT1G72140,NPF5.12,"NA"
AT1G31850.1,-0.41153589802047014,6.410914627645703,13.39513423582705,2.522778854032612e-4,0.0017417385463982704,AT1G31850,NA,NA
AT5G13650.2,-0.5330783811528541,8.972398601564915,13.392568359463098,2.526232320434944e-4,0.0017437645528195355,AT5G13650,SVR3,SUPPRESSOR OF VARIEGATION 3
AT4G33500.1,-0.5815467047823413,6.068174063055285,13.386636829969902,2.5342339389306694e-4,0.001748928503100192,AT4G33500,PP2C62,Probable protein phosphatase
AT2G38500.1,1.0284222628771114,1.4576018514465847,13.380637694525483,2.5423527407216867e-4,0.0017541711867295712,AT2G38500,NA,NA
AT4G30640.1,1.0048336285265063,0.5401351817508279,13.375522380524439,2.549296144754905e-4,0.001758600883926387,AT4G30640,NA,NA
AT1G59970.1,0.6881622417961857,3.808584606262047,13.372396972278548,2.5535479016232685e-4,0.0017611723438083963,AT1G59970,AT5-MMP,"NA"
AT3G45530.1,1.008322608849112,0.8164689093770141,13.370648425795064,2.555929714120754e-4,0.0017624533193902232,AT3G45530,NA,NA
AT5G02560.2,-0.6160962970214539,3.0884439482419563,13.369174911456216,2.557938625339182e-4,0.0017634766862668688,AT5G02560,h2a.w.12;HTA12,NA;histone H2A 12
AT2G31360.1,-0.3924357310979879,6.91985925144987,13.368743129372465,2.5585275955412613e-4,0.0017635209080077428,AT2G31360,ADS2;AtADS2,16:0delta9 desaturase 2;NA
AT1G56600.1,-1.8487241051286407,0.839500115410879,13.36333000961005,2.565922942773305e-4,0.0017680079029248781,AT1G56600,AtGolS2;GolS2,galactinol synthase 2;galactinol synthase 2
AT2G33500.1,-0.5032617334332115,3.8507453957825626,13.363208145522274,2.566089679949e-4,0.0017680079029248781,AT2G33500,BBX12,B-box domain protein 12
AT1G34010.1,-0.7234767864439231,3.272697303868527,13.354627202977778,2.5778578164351105e-4,0.0017757519136501144,AT1G34010,NA,NA
AT2G04380.1,-0.40671612141913344,5.185104534132552,13.353811453538242,2.5789793847168636e-4,0.0017761603870722698,AT2G04380,NA,NA
AT5G47810.1,-0.7016056769346777,3.20877868207511,13.350438543828316,2.583621998350983e-4,0.001778993163700609,AT5G47810,PFK2,phosphofructokinase 2
AT1G33290.1,-0.4295079327461724,5.001839075732084,13.349472374850475,2.5849534250341937e-4,0.0017795452773611757,AT1G33290,NA,NA
AT5G01020.1,-0.4276892614168552,6.3020433843659935,13.346105220405,2.589598930651194e-4,0.0017823781906542693,AT5G01020,NA,NA
AT3G17970.1,-0.3851941168188249,5.566763447891666,13.342892996250809,2.594038528803391e-4,0.001785068249945762,AT3G17970,atToc64-III;TOC64-III,translocon at the outer membrane of chloroplasts 64-III;translocon at the outer membrane of chloroplasts 64-III
AT2G26600.1,0.48908430958317245,4.43214633920264,13.336209452511799,2.603300421447159e-4,0.001790865004060975,AT2G26600,NA,NA
AT2G31170.1,-0.43519884992684105,5.029790102342364,13.33604536694612,2.6035282259502003e-4,0.001790865004060975,AT2G31170,FIONA;SYCO ARATH,FIONA;cysteinyl t-RNA synthetase
AT1G07128.1,1.165068548034744,1.4283514222409646,13.329255000475571,2.6129731197387215e-4,0.0017969939166897365,AT1G07128,NA,NA
AT2G36680.1,0.47634537359716733,4.809977182230223,13.326286612337583,2.617112767445551e-4,0.0017994725437222303,AT2G36680,NA,NA
AT1G61255.1,1.371209195809733,0.12284097149449748,13.324218265648028,2.620001144586303e-4,0.001801089984868841,AT1G61255,NA,NA
AT2G33540.1,0.47820018818084203,5.713457361104604,13.32123918640319,2.6241669769649093e-4,0.0018034516272889055,AT2G33540,ATCPL3;CPL3,NA;C-terminal domain phosphatase-like 3
AT1G62610.4,0.6354881868434077,3.157995277726123,13.320994104935865,2.6245099867397024e-4,0.0018034516272889055,AT1G62610,NA,NA
AT1G71940.2,0.6099889629966594,3.4671705423355608,13.317113729230979,2.629946887719512e-4,0.0018068181419168075,AT1G71940,NA,NA
AT5G06270.1,-0.48831756435626184,4.054416141600182,13.315766584001821,2.6318370634501964e-4,0.0018077471178669972,AT5G06270,GIR1,"NA"
AT2G03780.1,-0.5199322249732176,4.171399126516949,13.314630927745082,2.6334315632580156e-4,0.0018084726627548712,AT2G03780,NA,NA
AT3G17860.1,-0.6682257566517922,4.7488309943167195,13.31378195756422,2.6346241821050416e-4,0.001808921981346416,AT3G17860,JAI3;JAZ3;TIFY6B,JASMONATE-INSENSITIVE 3;jasmonate-zim-domain protein 3;NA
AT2G43530.1,-1.1915319738580477,3.9365251104618375,13.308918466849676,2.6414668309794744e-4,0.0018132496109207823,AT2G43530,NA,NA
AT3G59010.1,0.592632795347625,3.9655050340317315,13.305101861404877,2.6468491151235426e-4,0.001816573201927722,AT3G59010,PME35;PME61,pectin methylesterase 35;pectin methylesterase 61
AT2G47680.1,0.5833689008398669,4.5675769318934645,13.294041575702048,2.6625091572135193e-4,0.0018269477782456337,AT2G47680,NA,NA
AT3G29170.1,0.7634769591612098,2.693702018743968,13.285943887988413,2.6740337028143246e-4,0.001834481022498304,AT3G29170,NA,NA
AT2G37480.1,-0.4269146327180603,5.72890073364961,13.280018043473063,2.6824991530281794e-4,0.0018395374804092426,AT2G37480,NA,NA
AT2G37478.1,-0.4269146327180603,5.72890073364961,13.280018043473063,2.6824991530281794e-4,0.0018395374804092426,AT2G37478,NA,NA
AT5G16810.1,-0.5465307446348192,4.064536825727805,13.277365499043935,2.686297230711766e-4,0.0018417661609136252,AT5G16810,NA,NA
AT5G05580.1,-0.6338123869281493,6.49410729081541,13.275660550997955,2.688741342382968e-4,0.001843065821843176,AT5G05580,AtFAD8;FAD8,NA;fatty acid desaturase 8
AT5G19690.1,0.3877499874840615,7.202706371191919,13.275161860349527,2.6894566591161945e-4,0.0018431801480649065,AT5G19690,STT3A,staurosporin and temperature sensitive 3-like A
AT5G19310.1,-0.4727511585676743,4.550222844103434,13.274529484284033,2.690364008690613e-4,0.0018434260077492247,AT5G19310,AtCHR23;CHR23,NA;chromatin remodeling 23
AT1G09850.1,-0.437120998781889,5.373544930632686,13.263622359200546,2.706062482114017e-4,0.0018538045162894026,AT1G09850,XBCP3,xylem bark cysteine peptidase 3
AT5G16200.1,1.0245380892944447,1.0853098462047528,13.261202377087429,2.7095580258067333e-4,0.001855820806831591,AT5G16200,NA,NA
AT2G21120.1,0.44197033646157596,5.520383162465433,13.25839886790632,2.71361324629405e-4,0.0018582195292841381,AT2G21120,AVI2;ENOR3,ANTIVIRAL RNAI-DEFECTIVE 2;enhancer of rdr6 3
AT3G21080.1,1.4861094004917492,1.6199694900525718,13.257457396497674,2.7149764377680676e-4,0.0018587196392469074,AT3G21080,NA,NA
AT1G12090.1,-0.8278844423332874,9.708741859055877,13.25713052634768,2.7154498866326614e-4,0.0018587196392469074,AT1G12090,ELP,extensin-like protein
AT4G25670.1,0.5386613948850216,4.853120326031434,13.253525786632208,2.7206766262703936e-4,0.0018615389125623656,AT4G25670,NA,NA
AT4G25672.1,0.5386613948850216,4.853120326031434,13.253525786632208,2.7206766262703936e-4,0.0018615389125623656,AT4G25672,NA,NA
AT1G57943.1,1.7458844934428737,-0.5708742981736423,13.251802136389914,2.7231794382138325e-4,0.0018628720578758387,AT1G57943,ATPUP17;PUP17,purine permease 17;purine permease 17
AT3G23530.1,0.40787517542960583,6.740865861220818,13.244476797623978,2.733842052139007e-4,0.0018697854800727646,AT3G23530,NA,NA
AT5G22830.1,-0.4771133198718696,5.96743915700996,13.243856771434546,2.7347464791109105e-4,0.0018700234267620026,AT5G22830,ATMGT10;GMN10;MGT10;MGT10;MRS2-11,magnesium (Mg) transporter 10;NA;magnesium (Mg) transporter 10;MAGNESIUM TRANSPORTER 10;NA
AT1G76470.1,3.522403496608689,-0.7065823848257385,13.24119865571545,2.738627269493913e-4,0.001872296103957975,AT1G76470,NA,NA
AT4G29520.1,0.5888085845275203,5.015727146962734,13.235914372416772,2.746358701984942e-4,0.0018771998597253464,AT4G29520,NA,NA
AT5G41755.1,5.463383860037464,-2.668654891825724,13.233799388900445,2.74945929522421e-4,0.0018789369786073606,AT5G41755,NA,NA
AT5G06980.4,1.1057421031469594,2.100287541584346,13.232011357778807,2.7520833244108186e-4,0.001880347780944537,AT5G06980,LNK4,night light-inducible and clock-regulated 4
AT2G19170.1,-0.5026998873550402,4.650503763245857,13.230225041846206,2.7547073572637527e-4,0.00188157866436317,AT2G19170,SLP3,subtilisin-like serine protease 3
AT4G16143.1,0.3827111083419536,7.009164079984306,13.230022685621217,2.7550047701526087e-4,0.00188157866436317,AT4G16143,IMPA-2,importin alpha isoform 2
AT5G23360.1,1.0597361770065097,2.2240026113666653,13.22795566781675,2.758044622399011e-4,0.00188293184516627,AT5G23360,NA,NA
AT3G05200.1,0.533381850977674,4.456950752412046,13.22791339801808,2.758106821590495e-4,0.00188293184516627,AT3G05200,ATL6,Arabidopsis toxicos en levadura 6
AT5G18490.1,0.4901117076850916,4.571485385726956,13.225679531483562,2.7613959256969574e-4,0.0018847943509093879,AT5G18490,NA,NA
AT4G26620.1,-0.4925367138451415,4.35546033232031,13.218317661057544,2.7722634208005427e-4,0.001891827690205927,AT4G26620,NA,NA
AT4G38680.1,-0.4339519193343158,6.191805793291534,13.215313505947826,2.7767104912813955e-4,0.0018944776838180192,AT4G38680,ATCSP2;CSDP2;CSP2;GRP2,ARABIDOPSIS THALIANA COLD SHOCK PROTEIN 2;COLD SHOCK DOMAIN PROTEIN 2;COLD SHOCK PROTEIN 2;glycine rich protein 2
AT3G52360.1,0.6170387213826529,4.426434661332007,13.211562664334888,2.782272982329275e-4,0.0018978874695945653,AT3G52360,NA,NA
AT5G38460.1,0.5186732611417649,4.4476402294069945,13.209782556335771,2.7849168082786724e-4,0.001899305349944793,AT5G38460,NA,NA
AT4G34610.1,0.5952438800570304,4.513431578384693,13.209180294460403,2.7858118640756714e-4,0.0018995302405980256,AT4G34610,BLH6,BEL1-like homeodomain 6
AT1G30300.1,0.5265706340179791,3.9109385561175105,13.20691605839867,2.789179469914672e-4,0.0019014406278773138,AT1G30300,NA,NA
AT2G35820.1,-0.6997487940346242,3.767349676677857,13.206206506199,2.790235633522216e-4,0.0019017748023856691,AT2G35820,NA,NA
AT2G20850.1,0.4126026787833737,5.1296192941912135,13.202595579410138,2.79561672295532e-4,0.0019050560357887784,AT2G20850,SRF1,STRUBBELIG-receptor family 1
AT5G09410.3,0.44269008336373866,6.083845413096488,13.199926178171282,2.7996014527534297e-4,0.0019073845907425129,AT5G09410,CAMTA1;EICBP.B,calmodulin-binding transcription activator 1;ethylene induced calmodulin binding protein
AT1G44820.1,-0.4229509547953874,5.379986445547076,13.19712928158869,2.8037826426250957e-4,0.0019098460238696224,AT1G44820,NA,NA
AT2G02680.1,0.9254852721667189,3.5181860284937425,13.195564807917025,2.8061241801498386e-4,0.001911053601568603,AT2G02680,NA,NA
AT1G70580.1,-0.4622323501891865,5.389319511368051,13.187239028728843,2.8186185199716255e-4,0.0019191736475802747,AT1G70580,AOAT2;GGT2,alanine-2-oxoglutarate aminotransferase 2;GLUTAMATE:GLYOXYLATE AMINOTRANSFERASE 2
AT3G21865.1,0.3878754912839824,5.52848642379282,13.185898424479317,2.8206355750117883e-4,0.001920157953637482,AT3G21865,PEX22,peroxin 22
AT1G79680.1,2.0094920251270243,1.4850168008886435,13.183123643148654,2.8248150974588993e-4,0.0019226136703425953,AT1G79680,ATWAKL10;WAKL10,NA;WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT4G34760.1,-1.1454779021242658,3.773177789929106,13.177029185327244,2.834016820235691e-4,0.001928485888893473,AT4G34760,SAUR50,SMALL AUXIN UPREGULATED RNA 50
AT5G14360.1,-1.5514115188546327,0.08164262672262365,13.174921452282687,2.8372062101755563e-4,0.0019302652981234875,AT5G14360,NA,NA
AT4G39210.1,-0.536222372957088,3.9367839947911403,13.172279640561532,2.8412088702398086e-4,0.0019325971752590697,AT4G39210,APL3,"NA"
AT1G59830.1,-0.3956655082108196,5.133979223246923,13.164175898054674,2.8535225556186735e-4,0.0019405801439769006,AT1G59830,PP2A-1,protein phosphatase 2A-1
AT2G25780.1,2.2821040382516364,0.6987556996082909,13.157759433102306,2.86331056511732e-4,0.0019468426064158677,AT2G25780,NA,NA
AT5G59680.1,0.5990531053287292,3.1794188318206236,13.152733210215635,2.8710014623433273e-4,0.0019516769398677015,AT5G59680,NA,NA
AT2G02480.1,0.48098405826103663,4.923007631160079,13.152141533954866,2.871908187372551e-4,0.0019518984407785693,AT2G02480,STI,STICHEL
AT2G42290.1,-0.6071062845132219,3.396896857679101,13.151678997307211,2.872617211100555e-4,0.0019519855111708967,AT2G42290,NA,NA
AT1G76405.2,-0.5677574480606368,3.6889610455520607,13.146958215316465,2.8798638104156853e-4,0.0019565025967534047,AT1G76405,NA,NA
AT3G48630.1,5.480388916779322,-2.780895049778351,13.146590368497385,2.8804292441340077e-4,0.0019565025967534047,AT3G48630,NA,NA
AT1G24530.1,0.6514533172977728,4.504957953702049,13.143105124666413,2.88579212434372e-4,0.0019597491301980127,AT1G24530,NA,NA
AT1G35460.1,-0.5566217859876149,3.845050525657599,13.1415716067243,2.8881549958318146e-4,0.0019606785092800352,AT1G35460,CFLAP2;FBH1,AtCFL1 associated protein 2;FLOWERING BHLH 1
AT4G17360.1,-0.5988008193863096,3.3284997120696733,13.14145959278681,2.888327665298546e-4,0.0019606785092800352,AT4G17360,NA,NA
AT1G79560.1,-0.40583185079787204,6.665087084336235,13.126584607651544,2.911350152701822e-4,0.0019759076516074857,AT1G79560,EMB1047;EMB156;EMB36;FTSH12,EMBRYO DEFECTIVE 1047;EMBRYO DEFECTIVE 156;EMBRYO DEFECTIVE 36;FTSH protease 12
AT5G05600.1,1.6650149914192662,5.411060372311398,13.116943779195342,2.9263702901729296e-4,0.001985700615718715,AT5G05600,JAO2;JOX2,JASMONATE-INDUCED OXYGENASE2;Jasmonic Acid Oxidase 2
AT2G06050.2,0.9918589007580108,5.7330040157187545,13.115942348831254,2.927934962367417e-4,0.001986361207459518,AT2G06050,AtOPR3;DDE1;OPR3,NA;DELAYED DEHISCENCE 1;oxophytodienoate-reductase 3
AT3G27350.2,-0.551768292624388,3.390704764069584,13.115172278895995,2.9291387220074333e-4,0.0019867767326785177,AT3G27350,NA,NA
AT5G44200.1,-0.4023015761102698,4.854822665738955,13.11205565774026,2.934015666829119e-4,0.001989644746966631,AT5G44200,ATCBP20;CBP20,NA;CAP-binding protein 20
AT4G00430.1,-0.5611296879980978,7.1418823285634065,13.111713661998685,2.934551326101608e-4,0.001989644746966631,AT4G00430,PIP1;4;PIP1E;TMP-C,plasma membrane intrinsic protein 1;4;PLASMA MEMBRANE INTRINSIC PROTEIN 1E;TRANSMEMBRANE PROTEIN C
AT3G26300.1,-0.5073197240776457,4.720751076233404,13.111071500550404,2.9355573937012126e-4,0.001989925348863186,AT3G26300,CYP71B34,"""cytochrome P450, family 71, subfamily B, polypeptide 34"""
AT5G47620.4,-0.3960516571684322,5.55831625195522,13.110120580782272,2.937047828461776e-4,0.001990141649867087,AT5G47620,NA,NA
AT2G25620.1,0.4446810805461885,4.58399190223376,13.110112166120725,2.93706102068058e-4,0.001990141649867087,AT2G25620,AtDBP1;DBP1,DNA-binding protein phosphatase 1;DNA-binding protein phosphatase 1
AT5G46570.1,-0.456533995178091,4.3319547118441095,13.109304073897786,2.93832819842643e-4,0.001990598873458163,AT5G46570,BSK2,brassinosteroid-signaling kinase 2
AT5G50950.1,-0.7474675300792357,5.607482220101915,13.10606382226652,2.9434148088179884e-4,0.0019936429027595658,AT5G50950,FUM2,FUMARASE 2
AT5G15930.1,0.5135235282630968,4.124444828198707,13.10342963308778,2.947556551872938e-4,0.001996045853608111,AT5G15930,PAM1,plant adhesion molecule 1
AT4G31950.1,4.177902093895373,-1.4004379657594725,13.09985708205372,2.9531830733525716e-4,0.001999453105597282,AT4G31950,CYP82C3,"""cytochrome P450, family 82, subfamily C, polypeptide 3"""
AT3G62360.1,0.395741215633676,7.2588787204818805,13.098356072151471,2.9555502896661353e-4,0.0020006527162240426,AT3G62360,NA,NA
AT3G10280.1,1.4884807934234476,1.8905738688635128,13.097684125122349,2.956610625292915e-4,0.00200096737625564,AT3G10280,KCS14,3-ketoacyl-CoA synthase 14
AT1G10580.1,0.4051137552152716,5.811295297849281,13.096487543080158,2.958499787130719e-4,0.0020018427274902622,AT1G10580,NA,NA
AT4G14570.1,-0.4268997754520638,5.12448275798706,13.094413059395407,2.9617778629322867e-4,0.00200365733340549,AT4G14570,AARE;AtAARE,acylamino acid-releasing enzyme;NA
AT3G22810.1,-0.7426336945770209,3.0886764354761485,13.092114330393445,2.9654145658524e-4,0.002005713772982535,AT3G22810,NA,NA
AT3G14310.1,-0.5182778747124316,8.99305942601723,13.089847377966606,2.969005405664976e-4,0.0020077383707215644,AT3G14310,ATPME3;OZS2;PME3,pectin methylesterase 3;OVERLY ZINC SENSITIVE 2;pectin methylesterase 3
AT1G15750.1,0.4294691558967334,7.781928358216701,13.085241850519978,2.9763140404663065e-4,0.002012275742208226,AT1G15750,TPL;WSIP1,TOPLESS;WUS-INTERACTING PROTEIN 1
AT4G31890.1,-0.6625881525944604,2.9879404744627847,13.074036992522997,2.994171167523783e-4,0.0020235378679523447,AT4G31890,NA,NA
AT5G16715.1,-0.40957133892834535,6.884236160777477,13.074033953717255,2.994176025075608e-4,0.0020235378679523447,AT5G16715,EMB2247,embryo defective 2247
AT1G80370.1,-0.625526564593136,2.920756177469954,13.071846954710121,2.997674019273291e-4,0.0020254945183113032,AT1G80370,CYCA2;4,Cyclin A2;4
AT1G14560.1,0.5534793607810045,4.230284508492972,13.066927338484463,3.005557762082663e-4,0.0020304131870024457,AT1G14560,CoAc1,CoA Carrier 1
AT1G17480.1,0.7127919745071055,2.3397854992801386,13.060127232532814,3.0164894406841894e-4,0.002037388506248646,AT1G17480,IQD7,IQ-domain 7
AT4G33700.1,-0.4997227073644904,5.396652516362868,13.057518194625327,3.020694296957464e-4,0.0020398185242436638,AT4G33700,NA,NA
AT2G07170.1,-0.5812689876582028,3.4610269248384613,13.054928584202248,3.0248736866126215e-4,0.002042230372062634,AT2G07170,NA,NA
AT1G35115.1,0.5936315306794621,6.449873017489899,13.054182783354301,3.02607842055239e-4,0.0020426333283929572,AT1G35115,NA,NA
AT3G14020.1,-0.7069226234773899,2.9203281475642675,13.052276004617307,3.0291607471359986e-4,0.0020443032622065437,AT3G14020,NF-YA6,"""nuclear factor Y, subunit A6"""
AT5G08430.1,-0.43971073961781865,4.342840295898138,13.037937214143767,3.052441174532369e-4,0.0020596009708159974,AT5G08430,NA,NA
AT1G22870.1,0.4427064379911287,4.86738266871048,13.032119188845847,3.0619386778346034e-4,0.0020655945282593525,AT1G22870,SCYL2A,"NA"
AT5G52020.1,1.0479321975113938,1.5347404731928072,13.030767015453792,3.0641502661658777e-4,0.0020666715624991132,AT5G52020,NA,NA
AT3G18400.1,0.6307505309223557,2.58838390486482,13.028070047200464,3.068566185545778e-4,0.0020691158480584185,AT3G18400,anac058;NAC058,NAC domain containing protein 58;NAC domain containing protein 58
AT2G26410.1,0.9830047440140081,0.8802086139784111,13.027801754583024,3.069005829034926e-4,0.0020691158480584185,AT2G26410,Iqd4,IQ-domain 4
AT5G54110.1,0.6571696379394321,5.080413610944905,13.02244909151825,3.0777903709340386e-4,0.002074622107204124,AT5G54110,ATMAMI;MAMI,membrane-associated mannitol-induced;membrane-associated mannitol-induced
AT2G37470.1,-0.542888886581609,4.149584823223215,13.022013871356414,3.07850574753393e-4,0.00207468812933484,AT2G37470,NA,NA
AT3G55420.1,-0.5037861690067986,3.6968118189041586,13.020869886102695,3.0803869293993303e-4,0.0020755396350847465,AT3G55420,NA,NA
AT5G45080.1,0.6438432681415682,2.662857066087295,13.016043280926091,3.0883366210824914e-4,0.0020804788921734937,AT5G45080,AtPP2-A6;PP2-A6,phloem protein 2-A6;phloem protein 2-A6
AT1G33480.1,-0.7525797291301951,2.470929010044667,13.01313724827151,3.093132994447901e-4,0.002083292340738392,AT1G33480,NA,NA
AT1G14520.1,0.8995699261012069,3.6775988964639565,13.008133735538175,3.101408839539047e-4,0.0020884476919076364,AT1G14520,MIOX1,myo-inositol oxygenase 1
AT2G38480.1,-0.8476428646224186,1.864438811162052,13.005107524863757,3.106425044260855e-4,0.0020914064182980014,AT2G38480,CASPL4B1,CASP-like protein 4B1
AT1G76010.1,-0.44468270181540875,7.010200212981646,13.003487182347222,3.109114263260131e-4,0.0020927976256824303,AT1G76010,NA,NA
AT3G13850.1,2.5087911698548795,-1.6848669699164962,13.000266172876861,3.114467019341661e-4,0.002095980788782666,AT3G13850,LBD22,LOB domain-containing protein 22
AT5G37530.1,0.618934632591982,2.864124434076668,12.99484948965241,3.123489562291346e-4,0.0021016318837027196,AT5G37530,NA,NA
AT5G40000.1,2.0144489992466945,-0.7422872379438076,12.992842191431297,3.126839797961615e-4,0.0021034648827048283,AT5G40000,NA,NA
AT4G12460.1,-0.41529117925196724,4.707788266549114,12.991816848368057,3.1285525214227463e-4,0.0021041957931314478,AT4G12460,ORP2B,OSBP(oxysterol binding protein)-related protein 2B
AT3G43210.1,0.5508264379368081,3.924018544362711,12.98900577874591,3.133252958928857e-4,0.0021069354798064328,AT3G43210,ATNACK2;NACK2;TES,ARABIDOPSIS NPK1-ACTIVATING KINESIN 2;NPK1-ACTIVATING KINESIN 2;TETRASPORE
